Order No,Order Date,Order Year,Customer Name,Address,City,State,Customer Type,Account Manager,Order Priority,Product Name,Product Category,Product Container,Order Quantity,Cost Price,Retail Price,Profit Margin,Total
5194-1,7/30/2013,2013,Corinna Mitchell,"27 Greenfield Parade,Bankstown",Sydney,NSW,Corporate,Nicholas Fernandes,Not Specified,Emerson C82 Color Inkjet Printer,Technology,Jumbo Drum,24,$76.79 ,$119.99 ,$43.20 ,"$2,836.16 "
5195-1,7/31/2013,2013,Alex Grayson,"74 Lindsay Street, Perth",Sydney,NSW,Consumer,Radhya Staples,Medium,Artisan Durable Binders,Office Supplies,Small Box,11,$1.84 ,$2.88 ,$1.04 ,$30.32 
5195-2,7/31/2013,2013,Alex Grayson,"75 Lindsay Street, Perth",Sydney,NSW,Consumer,Radhya Staples,Medium,Beekin 105-Key Black Keyboard,Technology,Small Box,43,$6.39 ,$19.98 ,$13.59 ,$777.23 
5198-1,8/2/2013,2013,Chuck Magee,"1-2/299 Sussex St,Sydney",Sydney,NSW,Corporate,Aanya Zhang,Not Specified,Pizazz Drawing Pencil Set,Office Supplies,Wrap Bag,40,$1.53 ,$2.78 ,$1.25 ,$109.20 
5200-1,8/6/2013,2013,Seth Vernon,"541 Church St,Richmond",Melbourne,VIC,Home Office,Yvette Biti,Critical,Artisan Poly Binder Pockets,Office Supplies,Small Box,46,$2.26 ,$3.58 ,$1.32 ,$160.27 
5201-1,8/7/2013,2013,Vivian Mathis,"Crown Complex,Southbank",Melbourne,VIC,Home Office,Yvette Biti,High,Barrel Sharpener,Office Supplies,Small Pack,23,$1.46 ,$3.57 ,$2.11 ,$78.89 
5202-1,8/8/2013,2013,Harold Ryan,"4A Lyons St,Strathfield",Sydney,NSW,Home Office,Tina Carlton,Not Specified,TechSavi Internet Navigator Keyboard,Technology,Small Box,44,$6.51 ,$30.98 ,$24.47 ,"$1,342.36 "
5204-1,8/9/2013,2013,Kean Takahito,"21 Wentworth St,Parramatta",Sydney,NSW,Home Office,Aanya Zhang,Not Specified,Binding Machine Supplies,Office Supplies,Small Box,8,$18.38 ,$29.17 ,$10.79 ,$234.96 
5206-1,8/9/2013,2013,Tony Sayre,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Small Business,Yvette Biti,Low,Cando PC940 Copier,Technology,Large Box,40,$216.00 ,$449.99 ,$233.99 ,"$17,304.11 "
5207-1,8/9/2013,2013,Aaron Bergman,"Westfield Sydney,Sydney",Sydney,NSW,Corporate,Natasha Song,Low,Cando S750 Color Inkjet Printer,Technology,Jumbo Drum,35,$75.00 ,$120.97 ,$45.97 ,"$3,921.53 "
5208-1,8/10/2013,2013,Edward Hooks,"224A Gertrude St,Fitzroy",Melbourne,VIC,Consumer,Connor Betts,High,Binder Posts,Office Supplies,Small Box,50,$3.50 ,$5.74 ,$2.24 ,$263.31 
5209-1,8/11/2013,2013,Liz Willingham,"60 Commercial Rd,Prahran",Melbourne,VIC,Corporate,Yvette Biti,Low,Binder Clips by OIC,Office Supplies,Wrap Bag,19,$0.93 ,$1.48 ,$0.55 ,$26.29 
5211-1,8/12/2013,2013,Dave Poirier,"402 Argyle St,Moss Vale",Sydney,NSW,Small Business,Natasha Song,High,Economy Rollaway Files,Office Supplies,Small Box,37,$67.73 ,$165.20 ,$97.47 ,"$5,887.89 "
5212-1,8/14/2013,2013,Justin Knight,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Corporate,Nicholas Fernandes,Low,Self-Adhesive Ring Binder Labels,Office Supplies,Small Box,12,$2.18 ,$3.52 ,$1.34 ,$47.38 
5213-1,8/15/2013,2013,Aaron Bergman,"Westfield Sydney,Sydney",Sydney,NSW,Corporate,Natasha Song,High,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,Wrap Bag,13,$1.31 ,$2.84 ,$1.53 ,$37.48 
5214-1,8/17/2013,2013,Valerie Dominguez,37/59 Brewer Street,Perth,WA,Corporate,Tina Carlton,Not Specified,EcoTones Memo Sheets,Office Supplies,Wrap Bag,41,$2.52 ,$4.00 ,$1.48 ,$162.02 
5215-1,8/20/2013,2013,Jennifer Patt,"523 King St,Newtown",Sydney,NSW,Home Office,Aanya Zhang,High,"3Max Polarizing Task Lamp with Clamp Arm, Light Gray",Furniture,Large Box,41,$56.16 ,$136.98 ,$80.82 ,"$5,416.02 "
5216-1,8/20/2013,2013,Cynthia Arntzen,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Small Business,Tina Carlton,Low,Steady Liquid Accent Highlighters,Office Supplies,Wrap Bag,5,$3.47 ,$6.68 ,$3.21 ,$31.89 
5218-1,8/22/2013,2013,Bradley Drucker,"1 John St,Waterloo",Sydney,NSW,Small Business,Charlie Bui,Low,Economy Rollaway Files,Office Supplies,Small Box,23,$67.73 ,$165.20 ,$97.47 ,"$3,553.62 "
5220-1,8/24/2013,2013,Skye Norling,"48 Albion St,Surry Hills",Sydney,NSW,Home Office,Natasha Song,Not Specified,Apex Straight Scissors,Office Supplies,Small Pack,45,$5.19 ,$12.98 ,$7.79 ,$575.56 
5221-1,8/25/2013,2013,Bruce Degenhardt,"501 George St,Sydney",Sydney,NSW,Home Office,Samantha Chairs,Not Specified,Smiths General Use 3-Ring Binders,Office Supplies,Small Box,42,$1.18 ,$1.88 ,$0.70 ,$80.45 
5222-1,8/25/2013,2013,John Castell,"38/133-145 Castlereagh St,Sydney",Sydney,NSW,Small Business,Natasha Song,Medium,Smiths Standard Envelopes,Office Supplies,Small Box,32,$3.52 ,$5.68 ,$2.16 ,$174.06 
5224-1,8/28/2013,2013,Neil French,"523 King St,Newtown",Sydney,NSW,Consumer,Aanya Zhang,Not Specified,Artisan 481 Labels,Office Supplies,Small Box,45,$1.94 ,$3.08 ,$1.14 ,$134.05 
5225-1,8/29/2013,2013,John Castell,"38/133-145 Castlereagh St,Sydney",Sydney,NSW,Consumer,Natasha Song,Not Specified,Artisan Premier Heavy-Duty Binder with Round Locking Rings,Office Supplies,Small Box,8,$8.71 ,$14.28 ,$5.57 ,$116.09 
5226-1,8/29/2013,2013,Nancy Lomonaco,"523 King St,Newtown",Sydney,NSW,Home Office,Aanya Zhang,Low,TechSavi Cordless Elite Duo,Technology,Small Box,12,$60.59 ,$100.98 ,$40.39 ,"$1,170.47 "
5227-1,8/30/2013,2013,Nancy Lomonaco,"523 King St,Newtown",Sydney,NSW,Home Office,Aanya Zhang,Medium,Artisan Binder Labels,Office Supplies,Small Box,32,$2.45 ,$3.89 ,$1.44 ,$120.29 
5229-1,9/1/2013,2013,Carol Triggs,15 Aberdeen Street,Perth,WA,Home Office,Radhya Staples,Critical,Smiths General Use 3-Ring Binders,Office Supplies,Small Box,43,$1.18 ,$1.88 ,$0.70 ,$79.90 
5231-1,9/2/2013,2013,Andrew Allen,"15 Aberdeen Street, Perth",Sydney,NSW,Corporate,Phoebe Gour,High,Beekin 6 Outlet Metallic Surge Strip,Office Supplies,Small Box,9,$4.46 ,$10.89 ,$6.43 ,$99.57 
5232-1,9/3/2013,2013,Rob Haberlin,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Corporate,Connor Betts,Low,Barrel Sharpener,Office Supplies,Small Pack,26,$1.46 ,$3.57 ,$2.11 ,$93.28 
5234-1,9/4/2013,2013,Darrin Martin,"221 Barkly St,St Kilda",Melbourne,VIC,Small Business,Yvette Biti,Not Specified,Alto Memo Cubes,Office Supplies,Wrap Bag,37,$3.32 ,$5.18 ,$1.86 ,$180.28 
5235-1,9/4/2013,2013,Max Ludwig,"6-8 O'Connell Street,Newtown",Sydney,NSW,Corporate,Nicholas Fernandes,Low,Artisan 48 Labels,Office Supplies,Small Box,39,$3.84 ,$6.30 ,$2.46 ,$221.63 
5236-1,9/9/2013,2013,Liz Price,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Corporate,Phoebe Gour,Not Specified,Artisan 481 Labels,Office Supplies,Small Box,24,$1.94 ,$3.08 ,$1.14 ,$71.95 
5238-1,9/10/2013,2013,Grant Thornton,"98 Holdsworth Street,Woollahra",Sydney,NSW,Corporate,Natasha Song,Not Specified,Artisan Hi-Liter Fluorescent Desk Style Markers,Office Supplies,Wrap Bag,27,$1.76 ,$3.38 ,$1.62 ,$84.81 
5239-1,9/12/2013,2013,Victoria Brennan,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Small Business,Nicholas Fernandes,Critical,Beekin 6 Outlet Metallic Surge Strip,Office Supplies,Small Box,37,$4.46 ,$10.89 ,$6.43 ,$367.14 
5240-1,9/12/2013,2013,Sarah Brown,"10 O'Connell St,Sydney",Sydney,NSW,Consumer,Aanya Zhang,Not Specified,Security-Tint Envelopes,Office Supplies,Small Box,44,$4.89 ,$7.64 ,$2.75 ,$334.19 
5241-1,9/12/2013,2013,Michael Granlund,"359 Crown Street,Surry Hills",Sydney,NSW,Corporate,Phoebe Gour,Medium,TechSavi Cordless Navigator Duo,Technology,Small Box,34,$42.11 ,$80.98 ,$38.87 ,"$2,567.77 "
5242-1,9/14/2013,2013,Jasper Cacioppo,14 Knebworth Avenue,Perth,WA,Home Office,Radhya Staples,Low,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Pack,46,$2.50 ,$5.68 ,$3.18 ,$238.75 
5244-1,9/17/2013,2013,Marina Lichtenstein,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,High,Binder Posts,Office Supplies,Small Box,3,$3.50 ,$5.74 ,$2.24 ,$20.85 
5246-1,9/18/2013,2013,Fred Wasserman,"61 York St,Sydney",Sydney,NSW,Home Office,Leighton Forrest,Low,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Small Box,16,$13.88 ,$22.38 ,$8.50 ,$373.18 
5247-1,9/20/2013,2013,Ann Chong,"101 Murray Street, Perth",Sydney,NSW,Corporate,Preston Senome,High,Artisan Arch Ring Binders,Office Supplies,Small Box,7,$36.02 ,$58.10 ,$22.08 ,$367.52 
5248-1,9/22/2013,2013,Mick Crebagga,"53-55 Liverpool St,Sydney",Sydney,NSW,Home Office,Tina Carlton,Critical,Office Shears by Apex,Office Supplies,Small Pack,43,$0.94 ,$2.08 ,$1.14 ,$87.53 
5250-1,9/23/2013,2013,Chloris Kastensmidt,"7/370-374 Victoria Ave,Chatswood",Sydney,NSW,Consumer,Stevie Bacata,Low,"210 Trimline Phone, White",Technology,Medium Box,27,$9.91 ,$15.99 ,$6.08 ,$438.69 
5251-1,9/26/2013,2013,Aleksandra Gannaway,"508/130 Mounts Bay Road, Perth",Perth,WA,Home Office,Tina Carlton,Medium,Alto Memo Cubes,Office Supplies,Wrap Bag,23,$3.32 ,$5.18 ,$1.86 ,$115.22 
5253-1,9/26/2013,2013,Maribeth Dona,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Home Office,Connor Betts,High,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Office Supplies,Small Box,15,$14.95 ,$34.76 ,$19.81 ,$482.69 
5254-1,9/27/2013,2013,Michael Grace,"402 Argyle St,Moss Vale",Sydney,NSW,Corporate,Natasha Song,Low,Desktop 3-Pocket Hot File,Office Supplies,Small Box,19,$22.18 ,$54.10 ,$31.92 ,$945.10 
5256-1,9/30/2013,2013,Cynthia Delaney,"1/160 Anzac Parade,Kensington",Sydney,NSW,Corporate,Natasha Song,Not Specified,Alto Memo Cubes,Office Supplies,Wrap Bag,10,$3.32 ,$5.18 ,$1.86 ,$53.32 
5257-1,10/1/2013,2013,John Dryer,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Corporate,Connor Betts,Medium,Laser DVD-RAM discs,Technology,Small Pack,16,$20.18 ,$35.41 ,$15.23 ,$568.55 
5259-1,10/3/2013,2013,Eric Barreto,14 Money Street,Perth,WA,Consumer,Phoebe Gour,High,"DrawIt Colored Pencils, 48-Color Set",Office Supplies,Wrap Bag,46,$21.56 ,$36.55 ,$14.99 ,"$1,611.13 "
5260-1,10/4/2013,2013,Carlos Daly,"5/63-71 Enmore Rd,Newtown",Sydney,NSW,Corporate,Charlie Bui,High,Deluxe Rollaway Locking File with Drawer,Office Supplies,Small Box,2,$178.83 ,$415.88 ,$237.05 ,$776.59 
5261-1,10/5/2013,2013,Joni Wasserman,"Westfield Sydney,Sydney",Sydney,NSW,Consumer,Natasha Song,Low,600 Series Flip,Technology,Small Box,17,$41.28 ,$95.99 ,$54.71 ,"$1,493.96 "
5263-1,10/5/2013,2013,Neil Knudson,"4A Lyons St,Strathfield",Sydney,NSW,Corporate,Tina Carlton,Medium,Economy Binders,Office Supplies,Small Box,16,$1.33 ,$2.08 ,$0.75 ,$33.44 
5265-1,10/6/2013,2013,Roy Skaria,"2/797 Botany Rd,Rosebery",Sydney,NSW,Corporate,Samantha Chairs,Medium,1726 Digital Answering Machine,Technology,Medium Box,25,$8.82 ,$20.99 ,$12.17 ,$503.32 
5267-1,10/9/2013,2013,Frank Merwin,"24 Addison Rd,Marrickville",Sydney,NSW,Corporate,Radhya Staples,Medium,Pizazz Drawing Pencil Set,Office Supplies,Wrap Bag,6,$1.53 ,$2.78 ,$1.25 ,$17.85 
5268-1,10/11/2013,2013,Stephanie Ulpright,"541 Church St ,Richmond",Melbourne,VIC,Consumer,Yvette Biti,Not Specified,Artisan Binder Labels,Office Supplies,Small Box,2,$2.45 ,$3.89 ,$1.44 ,$14.25 
5268-2,10/11/2013,2013,Stephanie Ulpright,"541 Church St ,Richmond",Melbourne,VIC,Consumer,Yvette Biti,Not Specified,Economy Rollaway Files,Office Supplies,Small Box,6,$67.73 ,$165.20 ,$97.47 ,$921.98 
5272-1,10/11/2013,2013,Amy Cox,"15 Aberdeen Street, Perth",Sydney,NSW,Small Business,Aanya Zhang,Critical,Pizazz Dustless Chalk Sticks,Office Supplies,Wrap Bag,38,$1.09 ,$1.68 ,$0.59 ,$60.37 
5274-1,10/13/2013,2013,Sylvia Foulston,101 Murray Street,Perth,WA,Corporate,Tina Carlton,Critical,300 Series Non-Flip,Technology,Small Box,48,$62.40 ,$155.99 ,$93.59 ,"$7,196.10 "
5274-2,10/13/2013,2013,Sylvia Foulston,101 Murray Street,Perth,WA,Corporate,Tina Carlton,Critical,3Max Organizer Strips,Office Supplies,Small Box,8,$3.40 ,$5.40 ,$2.00 ,$47.52 
5277-1,10/20/2013,2013,Paul MacIntyre,"60 Commercial Rd,Prahran",Melbourne,VIC,Corporate,Yvette Biti,Critical,12 Colored Short Pencils,Office Supplies,Wrap Bag,36,$1.09 ,$2.60 ,$1.51 ,$96.00 
5278-1,10/20/2013,2013,Cindy Stewart,"1/173-179 Bronte Rd,Waverley",Sydney,NSW,Corporate,Leighton Forrest,Critical,Artisan 479 Labels,Office Supplies,Small Box,1,$1.59 ,$2.61 ,$1.02 ,$2.95 
5279-1,10/20/2013,2013,Tamara Willingham,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Corporate,Phoebe Gour,Medium,Artisan Hanging File Binders,Office Supplies,Small Box,21,$3.65 ,$5.98 ,$2.33 ,$124.56 
5280-1,10/21/2013,2013,Darrin Sayre,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Consumer,Phoebe Gour,Not Specified,Artisan Hanging File Binders,Office Supplies,Small Box,40,$3.65 ,$5.98 ,$2.33 ,$240.69 
5282-1,10/21/2013,2013,Amy Cox,"101/12 Victoria Ave, Perth",Sydney,NSW,Small Business,Aanya Zhang,Not Specified,Smiths General Use 3-Ring Binders,Office Supplies,Small Box,33,$1.18 ,$1.88 ,$0.70 ,$59.19 
5284-1,10/24/2013,2013,Ed Jacobs,"22 Civic Rd,Auburn",Sydney,NSW,Small Business,Mihael Khan,High,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Small Box,31,$4.53 ,$7.30 ,$2.77 ,$227.23 
5286-1,10/25/2013,2013,Dan Campbell,"1/173-179 Bronte Rd,Waverley",Sydney,NSW,Small Business,Leighton Forrest,High,Brown Kraft Recycled Envelopes,Office Supplies,Small Box,27,$11.04 ,$16.98 ,$5.94 ,$425.00 
5288-1,10/26/2013,2013,Shahid Shariari,"3/219 Canley Vale Road,Canley Heights",Sydney,NSW,Consumer,Mihael Khan,Not Specified,3Max Organizer Strips,Office Supplies,Small Box,47,$3.40 ,$5.40 ,$2.00 ,$253.97 
5290-1,10/28/2013,2013,Toby Knight,"Crown Complex,Southbank",Melbourne,VIC,Corporate,Connor Betts,High,"Laser Neon Mac Format Diskettes, 10/Pack",Technology,Small Pack,37,$1.87 ,$8.12 ,$6.25 ,$303.27 
5291-1,10/28/2013,2013,Paul Prost,"120 Hardware St,Melbourne",Melbourne,VIC,Corporate,Connor Betts,High,Steady 52201 APSCO Electric Pencil Sharpener,Office Supplies,Small Pack,11,$16.80 ,$40.97 ,$24.17 ,$446.14 
5292-1,10/29/2013,2013,Sung Chung,"127 Liverpool St,Sydney",Sydney,NSW,Home Office,Samantha Chairs,Critical,Artisan 481 Labels,Office Supplies,Small Box,41,$1.94 ,$3.08 ,$1.14 ,$122.22 
5294-1,11/1/2013,2013,Kristina Nunn,"22 Civic Rd,Auburn",Sydney,NSW,Consumer,Mihael Khan,Critical,"Laser Neon Mac Format Diskettes, 10/Pack",Technology,Small Pack,16,$1.87 ,$8.12 ,$6.25 ,$128.85 
5296-1,11/2/2013,2013,Eugene Hildebrand,"120 Hardware St,Melbourne",Melbourne,VIC,Home Office,Yvette Biti,Medium,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Small Box,45,$4.53 ,$7.30 ,$2.77 ,$323.08 
5298-1,11/3/2013,2013,Jeremy Lonsdale,"163 Concord Road,North Strathfield",Sydney,NSW,Corporate,Charlie Bui,Critical,Apex Straight Scissors,Office Supplies,Small Pack,40,$5.19 ,$12.98 ,$7.79 ,$496.38 
5299-1,11/5/2013,2013,Victoria Pisteka,8/2 Edward Street,Perth,WA,Corporate,Natasha Song,Not Specified,Artisan 487 Labels,Office Supplies,Small Box,42,$2.29 ,$3.69 ,$1.40 ,$149.28 
5300-1,11/5/2013,2013,Liz Carlisle,"797 Botany Rd,Rosebery",Sydney,NSW,Corporate,Phoebe Gour,Critical,Lumi Crayons,Office Supplies,Wrap Bag,27,$5.22 ,$9.85 ,$4.63 ,$244.18 
5302-1,11/7/2013,2013,Dennis Kane,"33/4 Barangaroo Avenue,Sydney",Sydney,NSW,Small Business,Natasha Song,Medium,Steady Major Accent Highlighters,Office Supplies,Wrap Bag,29,$3.75 ,$7.08 ,$3.33 ,$193.30 
5303-1,11/9/2013,2013,Tom Prescott,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Small Business,Connor Betts,Low,Alto Memo Cubes,Office Supplies,Wrap Bag,8,$3.32 ,$5.18 ,$1.86 ,$40.99 
5304-1,11/12/2013,2013,Jas OCarroll,"3 Carrington Road ,Box Hill",Melbourne,VIC,Corporate,Yvette Biti,Medium,Artisan Durable Poly Binders,Office Supplies,Small Box,17,$3.37 ,$5.53 ,$2.16 ,$99.11 
5305-1,11/15/2013,2013,Liz Price,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Consumer,Phoebe Gour,Not Specified,Xit Blank Computer Paper,Office Supplies,Small Box,47,$12.39 ,$19.98 ,$7.59 ,$907.27 
5307-1,11/16/2013,2013,Pamela Stobb,"273 George Street,Sydney",Sydney,NSW,Consumer,Leighton Forrest,Not Specified,Aluminum Document Frame,Furniture,Small Pack,27,$5.50 ,$12.22 ,$6.72 ,$309.69 
5309-1,11/16/2013,2013,Peter Fuller,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Corporate,Preston Senome,Critical,Pizazz Colored Pencils,Office Supplies,Wrap Bag,23,$1.76 ,$2.94 ,$1.18 ,$63.70 
5310-1,11/17/2013,2013,Erin Ashbrook,"61 York St,Sydney",Sydney,NSW,Consumer,Leighton Forrest,Critical,Adesso Programmable 142-Key Keyboard,Technology,Small Box,2,$39.64 ,$152.48 ,$112.84 ,$305.36 
5311-1,11/17/2013,2013,Allen Armold,"101/12 Victoria Ave, Perth",Melbourne,VIC,Home Office,Connor Betts,Critical,Apex Office Executive Series Stainless Steel Trimmers,Office Supplies,Small Pack,24,$3.51 ,$8.57 ,$5.06 ,$199.48 
5312-1,11/17/2013,2013,Eugene Barchas,"Crown Complex,Southbank",Melbourne,VIC,Corporate,Connor Betts,High,Artisan Binder Labels,Office Supplies,Small Box,47,$2.45 ,$3.89 ,$1.44 ,$189.84 
5313-1,11/18/2013,2013,Phillip Flathmann,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Small Business,Nicholas Fernandes,Low,Smiths Metal Binder Clips,Office Supplies,Wrap Bag,26,$1.60 ,$2.62 ,$1.02 ,$62.79 
5314-1,11/18/2013,2013,Thomas Boland,18 Robinson Avenue,Perth,WA,Corporate,Mihael Khan,High,"TypeRight  Top-Opening Peel & Seel  Envelopes, Gray",Office Supplies,Small Box,19,$21.56 ,$35.94 ,$14.38 ,$628.06 
5315-1,11/19/2013,2013,Chuck Magee,"1-2/299 Sussex St,Sydney",Sydney,NSW,Corporate,Aanya Zhang,Medium,"Alto Parchment Paper, Assorted Colors",Office Supplies,Small Box,3,$4.59 ,$7.28 ,$2.69 ,$32.77 
5316-1,11/20/2013,2013,Cindy Stewart,"1/173-179 Bronte Rd,Waverley",Sydney,NSW,Consumer,Leighton Forrest,Low,Emerson C82 Color Inkjet Printer,Technology,Jumbo Drum,4,$76.79 ,$119.99 ,$43.20 ,$465.16 
5318-1,11/20/2013,2013,Toby Knight,"Crown Complex,Southbank",Melbourne,VIC,Corporate,Connor Betts,Not Specified,Steady Liquid Accent Highlighters,Office Supplies,Wrap Bag,15,$3.47 ,$6.68 ,$3.21 ,$98.69 
5319-1,11/23/2013,2013,Justin Hirsh,"Qantas Domestic Terminal,Mascot",Sydney,NSW,Consumer,Phoebe Gour,Not Specified,3Max Polarizing Light Filter Sleeves,Furniture,Small Pack,19,$11.38 ,$18.65 ,$7.27 ,$333.32 
5321-1,11/23/2013,2013,Sarah Foster,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Corporate,Phoebe Gour,Medium,Binder Posts,Office Supplies,Small Box,27,$3.50 ,$5.74 ,$2.24 ,$147.59 
5323-1,11/27/2013,2013,Tanja Norvell,"541 Church St,Richmond",Melbourne,VIC,Consumer,Yvette Biti,Critical,UGen RF Keyboard,Technology,Small Box,50,$81.59 ,$159.99 ,$78.40 ,"$7,605.03 "
5324-1,11/29/2013,2013,Maya Herman,"273 George Street,Sydney",Sydney,NSW,Corporate,Leighton Forrest,High,Emerson C82 Color Inkjet Printer,Technology,Jumbo Drum,8,$76.79 ,$119.99 ,$43.20 ,$887.53 
5326-1,12/5/2013,2013,Trudy Brown,"180 High Street,Windsor",Melbourne,VIC,Small Business,Connor Betts,Not Specified,Steady 52201 APSCO Electric Pencil Sharpener,Office Supplies,Small Pack,49,$16.80 ,$40.97 ,$24.17 ,"$1,835.84 "
5328-1,12/8/2013,2013,Gary Hwang,"60 York St,Sydney",Sydney,NSW,Home Office,Charlie Bui,Low,Smiths Metal Binder Clips,Office Supplies,Wrap Bag,47,$1.60 ,$2.62 ,$1.02 ,$111.63 
5330-1,12/8/2013,2013,Larry Tron,"4A Lyons St,Strathfield",Sydney,NSW,Home Office,Tina Carlton,Medium,Steady Pocket Accent Highlighters,Office Supplies,Wrap Bag,25,$0.93 ,$1.60 ,$0.67 ,$37.29 
5332-1,12/9/2013,2013,Dan Campbell,"1/173-179 Bronte Rd,Waverley",Sydney,NSW,Corporate,Leighton Forrest,Critical,Bagged Rubber Bands,Office Supplies,Wrap Bag,9,$0.24 ,$1.26 ,$1.02 ,$11.36 
5334-1,12/10/2013,2013,Eric Barreto,14 Money Street,Perth,WA,Small Business,Phoebe Gour,Not Specified,Artisan Hanging File Binders,Office Supplies,Small Box,25,$3.65 ,$5.98 ,$2.33 ,$146.51 
5335-1,12/11/2013,2013,Patrick Jones,"221 Barkly St,St Kilda",Melbourne,VIC,Home Office,Yvette Biti,Low,Artisan Printable Repositionable Plastic Tabs,Office Supplies,Small Box,6,$5.33 ,$8.60 ,$3.27 ,$55.73 
5335-2,12/11/2013,2013,Patrick Jones,"221 Barkly St,St Kilda",Melbourne,VIC,Home Office,Yvette Biti,Low,"OIC Colored Binder Clips, Assorted Sizes",Office Supplies,Wrap Bag,30,$2.29 ,$3.58 ,$1.29 ,$107.96 
5336-1,12/11/2013,2013,Bill Stewart,"37/59 Brewer Street, Perth",Sydney,NSW,Corporate,Tina Carlton,Low,Binding Machine Supplies,Office Supplies,Small Box,16,$18.38 ,$29.17 ,$10.79 ,$440.32 
5340-1,12/13/2013,2013,Joseph Airdo,"Westfield Sydney,Sydney",Sydney,NSW,Consumer,Natasha Song,Not Specified,Artisan Binding System Hidden Tab Executive Style Index Sets,Office Supplies,Small Box,9,$3.75 ,$5.77 ,$2.02 ,$56.90 
5342-1,12/13/2013,2013,Ben Peterman,"22 St Georges Terrace, Perth",Sydney,NSW,Corporate,Leighton Forrest,Critical,"Artisan Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",Office Supplies,Wrap Bag,6,$1.92 ,$3.26 ,$1.34 ,$21.22 
5343-1,12/16/2013,2013,Henry Goldwyn,"541 Church St,Richmond",Melbourne,VIC,Small Business,Yvette Biti,Critical,Artisan 487 Labels,Office Supplies,Small Box,45,$2.29 ,$3.69 ,$1.40 ,$153.27 
5345-1,12/17/2013,2013,Tony Molinari,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Corporate,Mihael Khan,Critical,Artisan Printable Repositionable Plastic Tabs,Office Supplies,Small Box,23,$5.33 ,$8.60 ,$3.27 ,$200.03 
5346-1,12/19/2013,2013,Joy Smith,"221 Barkly St,St Kilda",Melbourne,VIC,Consumer,Yvette Biti,High,TechSavi Cordless Navigator Duo,Technology,Small Box,13,$42.11 ,$80.98 ,$38.87 ,"$1,028.34 "
5347-1,12/23/2013,2013,Brian Dahlen,"1-2/299 Sussex St,Sydney",Sydney,NSW,Small Business,Aanya Zhang,Critical,Adesso Programmable 142-Key Keyboard,Technology,Small Box,41,$39.64 ,$152.48 ,$112.84 ,"$5,820.56 "
5349-1,12/23/2013,2013,Don Miller,"120 Hardware St,Melbourne",Melbourne,VIC,Home Office,Connor Betts,Medium,Artisan 478 Labels,Office Supplies,Small Box,12,$3.14 ,$4.91 ,$1.77 ,$57.06 
5350-1,12/27/2013,2013,Denise Monton,"2/797 Botany Rd,Rosebery",Sydney,NSW,Home Office,Samantha Chairs,Low,Binding Machine Supplies,Office Supplies,Small Box,37,$18.38 ,$29.17 ,$10.79 ,$988.42 
5352-1,12/29/2013,2013,Christy Brittain,"Shop 1, 186-190 Church Street,Parramatta;46a Macleay Street,Potts Point",Sydney,NSW,Consumer,Mihael Khan,Medium,"DrawIt Pizazz Watercolor Pencils, 10-Color Set with Brush",Office Supplies,Wrap Bag,26,$2.39 ,$4.26 ,$1.87 ,$100.88 
5354-1,12/29/2013,2013,John Castell,"38/133-145 Castlereagh St,Sydney",Sydney,NSW,Small Business,Natasha Song,Not Specified,TechSavi Cordless Elite Duo,Technology,Small Box,1,$60.59 ,$100.98 ,$40.39 ,$98.06 
5355-1,12/30/2013,2013,Duane Huffman,"98 Holdsworth Street,Woollahra",Sydney,NSW,Small Business,Natasha Song,High,Apex Forged Steel Scissors with Black Enamel Handles,Office Supplies,Small Pack,18,$4.10 ,$9.31 ,$5.21 ,$169.88 
5357-1,12/30/2013,2013,Trudy Brown,"180 High Street,Windsor",Melbourne,VIC,Small Business,Connor Betts,Low,Artisan Legal 4-Ring Binder,Office Supplies,Small Box,23,$13.64 ,$20.98 ,$7.34 ,$469.55 
